form	lemma	POS	morph
armatus	armatus2	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
ardorem	ardor	NOMcom	Case=Acc|Numb=Sing
obtui	obtueor	VER	Mood=Inf|Tense=Pres|Voice=Act
Mavortes	malo	ADJqua	Case=Acc|Numb=Plur|Gend=MascFem|Deg=Pos
armis	arma	NOMcom	Case=Abl|Numb=Plur
duo	duo	ADJcar	Case=Acc|Numb=Plur|Gend=MascNeut
congressos	congredior	VER	Case=Acc|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
crederes	credo	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=2
Ubi	ubi2	ADVint	MORPH=empty
nunc	nunc	ADV	Deg=Pos
terricula	terriculum	NOMcom	Case=acc|Numb=Plur
tua	tuus	PROpos	Case=Nom|Numb=Plur|Gend=Neut
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
?	?	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
tamen	tamen	ADV	Deg=Pos
haut	haud	ADVneg	MORPH=empty
fatiscar	fatiscor	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Dep|Person=1
quin	quin2	CONsub	MORPH=empty
tuam	tuus	PROpos	Case=Acc|Numb=Sing|Gend=Fem
inplorem	imploro	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=1
[	[	PUNC	MORPH=empty
fidem	fides2	NOMcom	Case=Acc|Numb=Sing
Immo	immo	ADV	Deg=Pos
enimuero	enimuero	ADV	Deg=Pos
corpus	corpus	NOMcom	Case=Acc|Numb=Sing
Priamo	Priamus	NOMpro	Case=Dat|Numb=Sing
reddidi	reddo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1
";"	";"	PUNC	MORPH=empty
Hectora	Hector	NOMpro	Case=Acc|Numb=Plur
abstuli	aufero	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1
!	!	PUNC	MORPH=empty
[	[	PUNC	MORPH=empty
Dicto	dictum	NOMcom	Case=Abl|Numb=Sing
]	]	PUNC	MORPH=empty
sedit	sedeo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
[	[	PUNC	MORPH=empty
ita	ita	ADV	Deg=Pos
]	]	PUNC	MORPH=empty
Achilli	Achilles	NOMpro	Case=Gen|Numb=Sing
";"	";"	PUNC	MORPH=empty
†	†	PUNC	MORPH=empty
armis	arma	NOMcom	Case=Abl|Numb=Plur
†	†	PUNC	MORPH=empty
incletis	incleo	VER	Case=Abl|Numb=Plur|Gend=Com|Mood=Par|Tense=Perf|Voice=Pass
†	†	PUNC	MORPH=empty
vesci	uescor	VER	Mood=Inf|Tense=Pres|Voice=Pass
studet	studeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
ut	ut4	CONsub	MORPH=empty
[	[	PUNC	MORPH=empty
ea	is	PROdem	Case=Nom|Numb=Sing|Gend=Neut
]	]	PUNC	MORPH=empty
cuncta	cunctus	ADJqua	Case=Nom|Numb=Plur|Gend=Neut|Deg=Pos
optima	bonus	ADJqua	Case=Nom|Numb=Plur|Gend=Neut|Deg=Sup
atque	atque1	CONcoo	MORPH=empty
illata	infero	VER	Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
levia	leuis1	ADJqua	Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
[	[	PUNC	MORPH=empty
iam	iam	ADV	Deg=Pos
]	]	PUNC	MORPH=empty
præ	prae2	PRE	MORPH=empty
illis	ille	PROdem	Case=Abl|Numb=Plur|Gend=Masc
putet	puto	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
!	!	PUNC	MORPH=empty
Hem	hem	INJ	MORPH=empty
!	!	PUNC	MORPH=empty
vereor	uereor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=1
plus	multus	ADJqua	Numb=Sing|Gend=Neut|Deg=Comp
quam	quam1	ADVrel	MORPH=empty
fas	fas	NOMcom	Case=Ind
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
captivum	captiuus1	NOMcom	Case=Nom|Numb=Sing|Deg=Pos
[	[	PUNC	MORPH=empty
hiscere	hisco	VER	Mood=Inf|Tense=Pres|Voice=Act
!	!	PUNC	MORPH=empty
Quid	quis1	PROint	Case=Nom|Numb=Sing|Gend=Neut
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
cur	cur	ADVint	MORPH=empty
componere	compono	VER	Mood=Inf|Tense=Pres|Voice=Act
ausis	audeo	VER	Numb=Plur|Gend=Com|Mood=Par|Tense=Perf|Voice=SemDep|Person=2
mihi	ego	PROper	Case=Dat|Numb=Sing
te	tu	PROper	Case=Acc|Numb=Sing
[	[	PUNC	MORPH=empty
aut	aut	CONcoo	MORPH=empty
me	ego	PROper	Case=Acc|Numb=Sing
tibi	tu	PROper	Case=Dat|Numb=Sing
?	?	PUNC	MORPH=empty
huius	hic1	PROdem	Case=Gen|Numb=Sing|Gend=Com
me	ego	PROper	Case=Acc|Numb=Sing
dividia	diuidia	NOMcom	Case=Acc|Numb=Plur
cogit	cogo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
plus	multus	ADJqua	Numb=Sing|Gend=Neut|Deg=Comp
quam	quam1	ADVrel	MORPH=empty
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
par	par2	ADJqua	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
[	[	PUNC	MORPH=empty
loqui	loquor	VER	Mood=Inf|Tense=Pres|Voice=Dep
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
nam	nam	CONcoo	MORPH=empty
tropæum	tropaeum	NOMcom	Case=Acc|Numb=Sing
ferre	fero	VER	Mood=Inf|Tense=Pres|Voice=Act
me	ego	PROper	Case=Acc|Numb=Sing
a	ab	PRE	MORPH=empty
forti	fortis	ADJqua	Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
viro	uir	NOMcom	Case=Abl|Numb=Sing
pulcrum	pulchrus	ADJqua	Case=Nom|Numb=Sing|Gend=Neut|Deg=Pos
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
";"	";"	PUNC	MORPH=empty
si	si2	CONsub	MORPH=empty
autem	autem	CONcoo	MORPH=empty
vincar	uinco	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=1
,	,	PUNC	MORPH=empty
vinci	uinco	VER	Mood=Inf|Tense=Pres|Voice=Pass
a	ab	PRE	MORPH=empty
tali	talis	PROdem	Case=Abl|Numb=Sing|Gend=Com
[	[	PUNC	MORPH=empty
nullum	nullus	PROind	Case=Acc|Numb=Sing|Gend=Neut
[	[	PUNC	MORPH=empty
mi	ego	PROper	Case=Dat|Numb=Sing|Gend=Masc
]	]	PUNC	MORPH=empty
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
probrum	probrum	NOMcom	Case=Nom|Numb=Sing
.	.	PUNC	MORPH=empty
inter	inter	PRE	MORPH=empty
quos	qui1	PROrel	Case=Acc|Numb=Plur|Gend=Masc
sæpe	saepe	ADV	Deg=Pos
et	et2	CONcoo	MORPH=empty
multo	multus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
inbutus	imbuo	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
sanguine	sanguis	NOMcom	Case=Abl|Numb=Sing
Bene	bene	ADV	Deg=Pos
facis	facio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2
:	:	PUNC	MORPH=empty
sed	sed	CONcoo	MORPH=empty
nunc	nunc	ADV	Deg=Pos
quid	quis1	PROint	Case=Acc|Numb=Sing|Gend=Neut
subiti	subitus	ADJqua	Case=Nom|Numb=Sing|Gend=MascNeut|Deg=Pos
mihi	ego	PROper	Case=Dat|Numb=Sing
[	[	PUNC	MORPH=empty
febris	febris	NOMcom	Case=Nom|Numb=Sing
excivit	excio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
mali	malum1	NOMcom	Case=Gen|Numb=Sing
?	?	PUNC	MORPH=empty
maior	magnus	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem|Deg=Comp
erit	sum1	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
luctus	luctus	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
cum	cum3	CONsub	MORPH=empty
me	ego	PROper	Case=Acc|Numb=Sing
damnatum	damno	VER	Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
[	[	PUNC	MORPH=empty
audiet	audio	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
Virtuti	uirtus	NOMcom	Case=Dat|Numb=Sing
sis	sum1	VER	Numb=Sing
par	par2	ADJqua	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
,	,	PUNC	MORPH=empty
dispar	dispar	ADJqua	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
fortunis	fortuna	NOMcom	Case=Dat|Numb=Plur
patris	pater	NOMcom	Case=Gen|Numb=Sing
!	!	PUNC	MORPH=empty
in	in	PRE	MORPH=empty
quo	qui1	PROrel	Case=Abl|Numb=Sing|Gend=MascNeut
salutis	salus	NOMcom	Case=Gen|Numb=Sing
spesque	spes	NOMcom	Case=Nom|Numb=Sing
{spesque}	que	CON	MORPH=empty
summam	summa	NOMcom	Case=Acc|Numb=Sing|Gend=Fem
sibi	sui1	PROref	Case=Dat|Numb=Sing
habet	habeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
summa	summum1	NOMcom	Case=Acc|Numb=Plur
exerciti	exercitium	NOMcom	Case=Gen|Numb=Sing
sed	sed	CONcoo	MORPH=empty
pervico	peruicax	ADJqua	Case=Abl|Numb=Sing|Gend=Neut|Deg=Pos
Ajax	Aiax	NOMpro	Case=Nom|Numb=Sing
animo	animus	NOMcom	Case=Abl|Numb=Sing
atque	atque1	CONcoo	MORPH=empty
haud	haud	ADVneg	MORPH=empty
vorsabili	uorsabilis	ADJqua	Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
nam	nam	CONcoo	MORPH=empty
non	non	ADVneg	MORPH=empty
facile	facile	ADV	Deg=Pos
sine	sine	PRE	MORPH=empty
deum	deus	NOMcom	Case=Gen|Numb=Sing
opera	opus1	NOMcom	Case=Nom|Numb=Plur
humana	humanus	ADJqua	Case=Nom|Numb=Plur|Gend=Neut|Deg=Pos
propria	proprius	ADJqua	Case=Nom|Numb=Plur|Gend=Neut|Deg=Pos
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
bona	bonus	NOMcom	Case=Nom|Numb=Plur
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
Cur	cur	ADVint	MORPH=empty
vetera	uetus	ADJqua	Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
tam	tam	ADV	Deg=Pos
ex	ex	PRE	MORPH=empty
alto	altus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
adpetissis	appeto	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=2
discidia	discidium	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
Agamemno	Agamemnon	NOMpro	Case=Nom|Numb=Sing
?	?	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
occulta	occultus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
noxitudo	noxitudo	NOMcom	Case=Nom|Numb=Sing
oblitteretur	oblittero	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Dep|Person=3
Pelopidarum	Pelopidae	NOMpro	Case=Gen|Numb=Plur
,	,	PUNC	MORPH=empty
ac	ac1	CONcoo	MORPH=empty
per	per	PRE	MORPH=empty
nos	nos	PROper	Case=Acc|Numb=Plur
sanctescat	sanctesco	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
genus	genus1	NOMcom	Case=Acc|Numb=Sing
!	!	PUNC	MORPH=empty
Ubi	ubi2	ADVint	MORPH=empty
cura	cura	NOMcom	Case=Nom|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
ubi	ubi3	CONsub	MORPH=empty
anxitudo	anxitudo	NOMcom	Case=Nom|Numb=Sing
acerbast	acerbus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
{acerbast}	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
[	[	PUNC	MORPH=empty
incerto	incertum	NOMcom	Case=Abl|Numb=Sing
]	]	PUNC	MORPH=empty
tibi	tu	PROper	Case=Dat|Numb=Sing
,	,	PUNC	MORPH=empty
cuncta	cunctus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
consiliorum	consilium	NOMcom	Case=Gen|Numb=Plur
ratio	ratio	NOMcom	Case=Nom|Numb=Sing
et	et2	CONcoo	MORPH=empty
fortunæ	fortuna	NOMcom	Case=Gen|Numb=Sing
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
!	!	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
quid	quis1	PROint	Case=Acc|Numb=Sing|Gend=Neut
si	si2	CONsub	MORPH=empty
ex	ex	PRE	MORPH=empty
Græcia	Graecia	NOMpro	Case=Abl|Numb=Sing
Omni	omnis	PROind	Case=Abl|Numb=Sing|Gend=Com
illius	ille	PROdem	Case=Gen|Numb=Sing|Gend=Com
par	par2	ADJqua	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
nemo	nemo	PROind	Case=Nom|Numb=Sing
reperiri	reperio	VER	Mood=Inf|Tense=Pres|Voice=Pass
potest	possum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
?	?	PUNC	MORPH=empty
atque	atque1	CONcoo	MORPH=empty
adeo	adeo2	ADV	Deg=Pos
valvas	ualuae	NOMcom	Case=Acc|Numb=Plur
sonere	sono1	VER	Mood=Inf|Tense=Pres|Voice=Act
sensi	sentio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1
regias	regius	ADJqua	Case=Acc|Numb=Plur|Gend=Fem|Deg=Pos
satin	satis	ADV	Deg=Pos
{satin}	ne2	ADV	MORPH=empty
astu	astus	NOMcom	Case=Abl|Numb=Sing
et	et2	CONcoo	MORPH=empty
fallendo	fallo	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Act
callet	calleo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
?	?	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
dolet	doleo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
pudetque	pudeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
{pudetque}	que	CON	MORPH=empty
Graium	Graius	NOMpro	Case=Nom|Numb=Sing
me	ego	PROper	Case=Acc|Numb=Sing
et	et2	CONcoo	MORPH=empty
vero	uero3	ADV	Deg=Pos
piget	piget	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
vim	uis	NOMcom	Case=Acc|Numb=Sing
ferociam	ferocia	NOMcom	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
animum	animus	NOMcom	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
atrocitatem	atrocitas	NOMcom	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
iram	ira	NOMcom	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
[	[	PUNC	MORPH=empty
acrimoniam	acrimonia	NOMcom	Case=Acc|Numb=Sing
haut	haud	ADVneg	MORPH=empty
quisquam	quisquam	PROind	Case=Nom|Numb=Sing|Gend=MascFem
potis	potis	ADJqua	Case=Ind|Deg=Pos
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
tolerare	tolero	VER	Mood=Inf|Tense=Pres|Voice=Act
acritudinem	acritudo	NOMcom	Case=Acc|Numb=Sing
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
†	†	PUNC	MORPH=empty
veritatis	ueritas	NOMcom	Case=Gen|Numb=Sing
†	†	PUNC	MORPH=empty
vis	uis	NOMcom	Case=Nom|Numb=Sing
†	†	PUNC	MORPH=empty
atque	atque1	CONcoo	MORPH=empty
acritas	acritas	NOMcom	Case=Nom|Numb=Sing
sed	sed	CONcoo	MORPH=empty
quem	quis1	PROrel	Case=Acc|Numb=Sing|Gend=Masc
mihi	ego	PROper	Case=Dat|Numb=Sing
iungent	iungo	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=3
?	?	PUNC	MORPH=empty
cui	quis1	PROint	Case=Dat|Numb=Sing|Gend=Com
,	,	PUNC	MORPH=empty
quæ	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Neut
cum	cum3	CONsub	MORPH=empty
[	[	PUNC	MORPH=empty
illo	ille	ADJdis	Case=Abl|Numb=Sing|Gend=Neut
fuerim	sum1	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=1
,	,	PUNC	MORPH=empty
dignabor	dignor	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1
dari	do	VER	Mood=Inf|Tense=Pres|Voice=Act
?	?	PUNC	MORPH=empty
satis	satis2	ADV	Case=Ind|Deg=Pos
iam	iam	ADV	Deg=Pos
dictum	dico2	VER	Case=Nom|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
neque	neque	CONcoo	MORPH=empty
ego	ego	PROper	Case=Nom|Numb=Sing
errantiæ	erro1	NOMcom	Case=Nom|Numb=Sing
[	[	PUNC	MORPH=empty
animi	animus	NOMcom	Case=Gen|Numb=Sing
prave	praue	ADV	Deg=Pos
morigerabor	morigeror	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Dep|Person=1
ubi	ubi3	CONsub	MORPH=empty
nihil	nihil	PROind	Case=Ind
contra	contra2	PRE	MORPH=empty
rationem	ratio	NOMcom	Case=Acc|Numb=Sing
æquam	aequus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
habuit	habeo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
[	[	PUNC	MORPH=empty
adsensit	assentio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
silens	sileo	ADJqua	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
tu	tu	PROper	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
ut	ut1	ADVrel	MORPH=empty
dixi	dico2	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1
,	,	PUNC	MORPH=empty
macte	mactus	ADJqua	Case=Voc|Numb=Sing|Gend=Com
his	hic1	PROdem	Case=Abl|Numb=Plur|Gend=Com
armisque	arma	NOMcom	Case=Abl|Numb=Plur
{armisque}	que	CON	MORPH=empty
,	,	PUNC	MORPH=empty
macta	macto	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
[	[	PUNC	MORPH=empty
virtutem	uirtus	NOMcom	Case=Acc|Numb=Sing
patris	pater	NOMcom	Case=Gen|Numb=Sing
!	!	PUNC	MORPH=empty
[	[	PUNC	MORPH=empty
te	tu	PROper	Case=Acc|Numb=Sing
limo	limus1	NOMcom	Case=Abl|Numb=Sing
]	]	PUNC	MORPH=empty
decorare	decoro	VER	Mood=Inf|Tense=Pres|Voice=Act
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
satius	satis1	ADJqua	Case=Nom|Numb=Sing|Gend=Neut|Deg=Comp
quam	quam1	ADVrel	MORPH=empty
verbena	uerbena	NOMcom	Case=Nom|Numb=Plur
et	et2	CONcoo	MORPH=empty
tæniis	taenia	NOMcom	Case=Abl|Numb=Plur
Sed	sed	CONcoo	MORPH=empty
quesdam	quidam	PROind	Case=Acc|Numb=Plur|Gend=Masc
Inclute	inclutus	ADJqua	Case=Abl|Numb=Sing|Gend=Masc|Deg=Pos
,	,	PUNC	MORPH=empty
parva	paruus2	ADJqua	Case=Abl|Numb=Plur|Gend=Fem|Deg=Pos
prodite	prodo	VER	Numb=Plur|Mood=Imp|Tense=Pres|Voice=Act|Person=2
patria	patria	NOMcom	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
nomine	nomen	NOMcom	Case=Abl|Numb=Sing
celebri	celeber	ADJqua	Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
claroque	clarus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
{claroque}	que	CON	MORPH=empty
potens	potens	ADJqua	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
pectore	pectus	NOMcom	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
Achivis	Achiui	NOMpro	Case=Abl|Numb=Plur
classibus	classis	NOMcom	Case=Abl|Numb=Plur
ductor	ductor	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
gravis	grauis	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem|Deg=Pos
Dardaniis	Dardanius	NOMpro	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
gentibus	gens	NOMcom	Case=Dat|Numb=Plur
ultor	ultor	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
Lærtiade	Laertiades	NOMcom	Case=Abl|Numb=Sing
!	!	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
Lemnia	Lemnius	ADJqua	Case=Acc|Numb=Plur
præsto	praesto2	ADV	Deg=Pos
litora	litus	NOMcom	Case=Acc|Numb=Plur
rara	rarus	ADJqua	Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
celsa	celsus	ADJqua	Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
Cabirum	Cabirus	NOMpro	Case=Acc|Numb=Plur
delubra	delubrum	NOMcom	Case=Acc|Numb=Plur
tenes	teneo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2
,	,	PUNC	MORPH=empty
mysteria	mysterium	NOMcom	Case=Acc|Numb=Plur
quæ	quis1	PROint	Case=Nom|Numb=Sing|Gend=Neut
pristina	pristinus	ADJqua	Case=Nom|Numb=Sing|Gend=Neut|Deg=Pos
castis	castus2	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
concepta	concipio	VER	Case=Nom|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
sacris	sacrum	NOMcom	Case=Abl|Numb=Plur
.	.	PUNC	MORPH=empty
{	{	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
}	}	PUNC	MORPH=empty
Volcania	Uulcania	NOMpro	Case=Acc|Numb=Plur
[	[	PUNC	MORPH=empty
iam	iam	ADV	Deg=Pos
]	]	PUNC	MORPH=empty
templa	templum	NOMcom	Case=Nom|Numb=Plur
sub	sub	PRE	MORPH=empty
ipsis	ipse	PROdem	Case=Abl|Numb=Plur|Gend=Com
collibus	collis	NOMcom	Case=Abl|Numb=Plur
,	,	PUNC	MORPH=empty
in	in	PRE	MORPH=empty
quos	qui1	PROrel	Case=Acc|Numb=Plur|Gend=Masc
delatus	defero	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
locos	locus	NOMcom	Case=Acc|Numb=Plur
dicitur	dico2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
alto	altus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
ab	ab	PRE	MORPH=empty
limine	limen	NOMcom	Case=Abl|Numb=Sing
cæli	caelum1	NOMcom	Case=Gen|Numb=Sing
{	{	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
}	}	PUNC	MORPH=empty
nemus	nemus	NOMcom	Case=Acc|Numb=Sing
expirante	exspiro	VER	Case=Abl|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
vapore	uapor	NOMcom	Case=Abl|Numb=Sing
vides	uideo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2
unde	unde2	ADVint	MORPH=empty
ignis	ignis	NOMcom	Case=Nom|Numb=Sing
cluet	clueo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
mortalibus	mortalis1	NOMcom	Case=Dat|Numb=Plur
clam	clam1	ADV	Deg=Pos
divisus	diuido	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
:	:	PUNC	MORPH=empty
eum	is	PROdem	Case=Acc|Numb=Sing|Gend=Masc
dictus	dico2	VER	Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
Prometheus	Prometheus	NOMpro	Case=Nom|Numb=Sing
clepsisse	clepo	VER	Mood=Inf|Tense=Perf|Voice=Act
dolo	dolus	NOMcom	Case=Abl|Numb=Sing
pœnasque	poena	NOMcom	Case=Acc|Numb=Plur
{pœnasque}	que	CON	MORPH=empty
Iovi	Iuppiter	NOMpro	Case=Dat|Numb=Sing
fato	fatum	NOMcom	Case=Abl|Numb=Sing
expendisse	expendo	VER	Mood=Inf|Tense=Perf|Voice=Act
supremo	superus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Sup
.	.	PUNC	MORPH=empty
Ubi	ubi2	ADVint	MORPH=empty
habet	habeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
?	?	PUNC	MORPH=empty
Urbe	urbs	NOMcom	Case=Abl|Numb=Sing
agrone	ager	NOMcom	Case=Abl|Numb=Sing
?	?	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
caprigenum	caprigenus	NOMcom	Case=Acc|Numb=Sing
trita	tero	VER	Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
ungulis	ungula	NOMcom	Case=Abl|Numb=Plur
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
