form	lemma	POS	morph
me	ego	PROper	Case=Acc|Numb=Sing
prolixitudine	prolixitudo	NOMcom	Case=Abl|Numb=Sing
Si	si2	CONsub	MORPH=empty
quis	quis2	PROind	Case=Nom|Numb=Sing|Gend=MascFem
hac	hic1	PROdem	Case=Abl|Numb=Sing|Gend=Fem
me	ego	PROper	Case=Abl|Numb=Sing
oratione	oratio	NOMcom	Case=Abl|Numb=Sing
incilet	incilo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
quid	quis1	PROint	Case=Acc|Numb=Sing|Gend=Neut
respondeam	respondeo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=1
?	?	PUNC	MORPH=empty
nam	nam	CONcoo	MORPH=empty
te	tu	PROper	Case=Acc|Numb=Sing
in	in	PRE	MORPH=empty
tenebrica	tenebricus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos
sæpe	saepe	ADV	Deg=Pos
lacerabo	lacero	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1
fame	fames	NOMcom	Case=Abl|Numb=Sing
clausum	claudo1	VER	Case=Acc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
et	et2	CONcoo	MORPH=empty
fatigans	fatigo	VER	Case=Nom|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
artus	artus1	NOMcom	Case=Acc|Numb=Plur
torto	torqueo	VER	Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
distraham	distraho	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1
aut	aut	CONcoo	MORPH=empty
hic	hic1	PROdem	Case=Nom|Numb=Sing|Gend=Masc
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
aut	aut	CONcoo	MORPH=empty
hic	hic1	PROdem	MORPH=empty
adfore	assum1	VER	Mood=Par|Tense=Fut|Voice=Act
actutum	actutum	ADV	Deg=Pos
autumno	autumnus1	NOMcom	Case=Abl|Numb=Sing
quid	quis1	PROint	Case=Acc|Numb=Sing|Gend=Neut
quod	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Neut
iam	iam	ADV	Deg=Pos
ei	is	PROdem	Case=Dat|Numb=Sing|Gend=Com
mihi	ego	PROper	Case=Dat|Numb=Sing
piget	piget	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
paternum	paternus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
nomen	nomen	NOMcom	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
maternum	maternus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
pudet	pudeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
profari	profor	VER	Mood=Inf|Tense=Pres|Voice=Dep
non	non	ADVneg	MORPH=empty
decet	decet	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
animum	animus	NOMcom	Case=Acc|Numb=Sing
ægritudine	aegritudo	NOMcom	Case=Abl|Numb=Sing
in	in	PRE	MORPH=empty
re	res	NOMcom	Case=Abl|Numb=Sing
crepera	crepero	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
confici	conficio	VER	Mood=Inf|Tense=Pres|Voice=Pass
utinam	utinam	ADV	Deg=Pos
nunc	nunc	ADV	Deg=Pos
matrescam	matresco	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=1
ingenio	ingenium	NOMcom	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
ut	ut4	CONsub	MORPH=empty
meum	meus	PROpos	Case=Acc|Numb=Sing|Gend=MascNeut
patrem	pater	NOMcom	Case=Acc|Numb=Sing
ulcisci	ulciscor	VER	Mood=Inf|Tense=Pres|Voice=Dep
queam	queo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=1
!	!	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
extemplo	extemplo	ADV	Deg=Pos
,	,	PUNC	MORPH=empty
Ægisthi	Aegisthus	NOMpro	Case=Gen|Numb=Sing
fidem	fides2	NOMcom	Case=Acc|Numb=Sing
nuncupantes	nuncupo	VER	Case=Nom|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
conciebunt	concieo	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=3
populum	populus1	NOMcom	Case=Acc|Numb=Sing
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
heu	heu	INJ	MORPH=empty
,	,	PUNC	MORPH=empty
non	non	ADVneg	MORPH=empty
tyrannum	tyrannus	NOMcom	Case=Acc|Numb=Sing
novi	nosco	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1
temeritudinem	temeritudo	NOMcom	Case=Acc|Numb=Sing
?	?	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
quidnam	quisnam	PROint	Case=Nom|Numb=Sing|Gend=Neut
autem	autem	CONcoo	MORPH=empty
hoc	hic1	PROdem	Case=Nom|Numb=Sing|Gend=Neut
soniti	sonitum	NOMcom	Case=Gen|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
quod	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Neut
stridunt	strido	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
fores	foris1	NOMcom	Case=Acc|Numb=Plur
?	?	PUNC	MORPH=empty
amplus	amplus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
,	,	PUNC	MORPH=empty
rubicundo	rubicundus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
colore	color	NOMcom	Case=Abl|Numb=Sing
et	et2	CONcoo	MORPH=empty
spectu	spectus	NOMcom	Case=Abl|Numb=Sing
protervo	proteruus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
ferox	ferox	ADJqua	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
Hicine	hic	PROdem	Case=Nom|Numb=Sing|Gend=Masc
{Hicine}	ne2	ADV	MORPH=empty
is	is	PROdem	Case=Nom|Numb=Sing|Gend=Masc
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
quem	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Masc
fama	fama	NOMcom	Case=Nom|Numb=Sing
Graia	graius	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
ante	ante2	PRE	MORPH=empty
omnis	omnis	PROind	Case=Acc|Numb=Plur|Gend=MascFem
nobilitat	nobilito	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
viros	uir	NOMcom	Case=Acc|Numb=Plur
?	?	PUNC	MORPH=empty
Is	is	PROdem	Case=Nom|Numb=Sing|Gend=Masc
quis	quis1	PROint	Case=Nom|Numb=Sing|Gend=MascFem
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
?	?	PUNC	MORPH=empty
—	—	PUNC	MORPH=empty
Qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
te	tu	PROper	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
nisi	nisi	CONsub	MORPH=empty
illum	ille	PROdem	Case=Acc|Numb=Sing|Gend=Masc
tu	tu	PROper	Case=Nom|Numb=Sing
occupas	occupo2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2
,	,	PUNC	MORPH=empty
leto	letum	NOMcom	Case=Abl|Numb=Sing
dabit	do	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
Unde	unde2	ADVint	MORPH=empty
exoritur	exorior	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3
?	?	PUNC	MORPH=empty
quo	quis1	PROint	Case=Abl|Numb=Sing|Gend=MascNeut
præsidio	praesidium	NOMcom	Case=Abl|Numb=Sing
fretus	fretus2	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
?	?	PUNC	MORPH=empty
auxiliis	auxilium	NOMcom	Case=Abl|Numb=Plur
quibus	qui1	PROrel	Case=Abl|Numb=Plur|Gend=Com
?	?	PUNC	MORPH=empty
Quo	quis1	PROint	Case=Abl|Numb=Sing|Gend=MascNeut
consilio	consilium	NOMcom	Case=Abl|Numb=Sing
consternatur	consterno1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
?	?	PUNC	MORPH=empty
Qua	quis1	PROint	Case=Abl|Numb=Sing|Gend=Fem
vi	uis	NOMcom	Case=Abl|Numb=Sing
?	?	PUNC	MORPH=empty
Cuius	qui1	PROrel	Case=Gen|Numb=Sing|Gend=Com
copiis	copia	NOMcom	Case=Abl|Numb=Plur
?	?	PUNC	MORPH=empty
illum	ille	PROdem	Case=Acc|Numb=Sing|Gend=Masc
quæro	quaero	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
,	,	PUNC	MORPH=empty
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
adjutatur	adiuto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
nunc	nunc	ADV	Deg=Pos
ne	ne4	CONsub	MORPH=empty
illum	ille	PROdem	Case=Acc|Numb=Sing|Gend=Masc
expectes	exspecto	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
,	,	PUNC	MORPH=empty
quando	quando2	ADVint	MORPH=empty
amico	amicus1	NOMcom	Case=Dat|Numb=Sing
amiciter	amiciter	ADV	Deg=Pos
fecisti	facio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=2
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
ubi	ubi2	ADVint	MORPH=empty
illic	illic2	ADV	Deg=Pos
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
?	?	PUNC	MORPH=empty
me	ego	PROper	Case=Acc|Numb=Sing
miseram	miser	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
!	!	PUNC	MORPH=empty
quonam	quonam	PROint	Case=Abl|Numb=Sing|Gend=MascNeut
clam	clam1	ADV	Deg=Pos
{	{	PUNC	MORPH=empty
grados	gradus	NOMcom	Case=Acc|Numb=Plur
}	}	PUNC	MORPH=empty
eliminat	elimino	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
?	?	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
{	{	PUNC	MORPH=empty
ni	ni2	CONsub	MORPH=empty
}	}	PUNC	MORPH=empty
me	ego	PROper	Case=Acc|Numb=Sing
calvitur	caluor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
suspicio	suspicio1	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
hoc	hic1	PROdem	Case=Nom|Numb=Sing|Gend=Neut
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
illud	ille	PROdem	Case=Nom|Numb=Sing|Gend=Neut
quod	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Neut
fore	sum1	VER	Mood=Par|Tense=Fut|Voice=Act
occulte	occulte	ADV	Deg=Pos
Œax	oeax	NOMpro	Case=Nom|Numb=Sing
prædixit	praedico2	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
ut	ut1	ADVrel	MORPH=empty
si	si2	CONsub	MORPH=empty
ita	ita	ADV	Deg=Pos
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
promerita	promeritum	NOMcom	Case=Acc|Numb=Plur
vestra	uester	PROpos	Case=Acc|Numb=Plur|Gend=Neut
,	,	PUNC	MORPH=empty
æquiperare	aequipero	VER	Mood=Inf|Tense=Pres|Voice=Act
ut	ut4	CONsub	MORPH=empty
queam	queo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=1
vereor	uereor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=1
,	,	PUNC	MORPH=empty
nisi	nisi	CONsub	MORPH=empty
numquam	numquam	ADVneg	MORPH=empty
fatiscar	fatiscor	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Dep|Person=1
facere	facio	VER	Mood=Inf|Tense=Pres|Voice=Act
quod	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Neut
quibo	queo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
boni	bonus	ADJqua	Case=Gen|Numb=Sing|Gend=Masc|Deg=Pos
Macte	mactus	ADJqua	Case=Voc|Numb=Plur
esto	sum1	VER	Numb=Sing|Mood=Imp|Tense=Fut|Voice=Act|Person=2
virtute	uirtus	NOMcom	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
operaque	opera	NOMcom	Case=Abl|Numb=Sing
{operaque}	que	CON	MORPH=empty
!	!	PUNC	MORPH=empty
omenque	omen	NOMcom	Case=Acc|Numb=Sing
{omenque}	que	CON	MORPH=empty
adprobo	approbo	VER	Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Ind|Tense=Pres|Voice=Act
responsa	responsum	NOMcom	Case=Acc|Numb=Plur
explanat	explano	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
:	:	PUNC	MORPH=empty
mandat	mando2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
ne	ne4	CONsub	MORPH=empty
matri	mater	NOMcom	Case=Dat|Numb=Sing
fuat	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
cognoscendi	cognosco	VER	Case=Gen|Numb=Sing|Mood=Ger|Voice=Act
umquam	umquam	ADV	Deg=Pos
aut	aut	CONcoo	MORPH=empty
contuendi	contueor	VER	Case=Gen|Numb=Sing|Mood=Ger|Voice=Act
copia	copia	NOMcom	Case=Nom|Numb=Sing
set	sed	CONcoo	MORPH=empty
med	ego	PROper	Case=Acc|Numb=Sing
}	}	PUNC	MORPH=empty
incertat	incerto1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
dictio	dictio	NOMcom	Case=Nom|Numb=Sing
—	—	PUNC	MORPH=empty
quare	quare2	ADVint	MORPH=empty
?	?	PUNC	MORPH=empty
expedi	expedio	VER	Mood=Inf|Tense=Pres|Voice=Pass|Person=2
!	!	PUNC	MORPH=empty
nihil	nihil	PROind	Case=Ind
conjectura	coniectura	NOMcom	Case=Abl|Numb=Sing
quivi	quiuis	CONsub	MORPH=empty
interpretarier	interpretor	VER	Mood=Inf|Tense=Pres|Voice=Dep
,	,	PUNC	MORPH=empty
quorsum	quorsum	ADVint	MORPH=empty
†	†	PUNC	MORPH=empty
flexivice	flexiuix	NOMcom	Case=Abl|Numb=Sing
contenderet	contendo	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3
vel	uel2	CONcoo	MORPH=empty
cum	cum3	CONsub	MORPH=empty
illum	ille	PROdem	Case=Acc|Numb=Sing|Gend=Masc
videas	uideo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
sollicitum	sollicitus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
orbitudine	orbitudo	NOMcom	Case=Abl|Numb=Sing
nec	nec2	CONcoo	MORPH=empty
grandiri	grandior	VER	Mood=Inf|Tense=Pres|Voice=Pass
frugum	frux	NOMcom	Case=Gen|Numb=Plur
fetum	fetus1	NOMcom	Case=Acc|Numb=Sing
posse	possum1	VER	Mood=Inf|Tense=Pres|Voice=Act
nec	nec2	CONcoo	MORPH=empty
mitiscere	mitisco	VER	Mood=Inf|Tense=Pres|Voice=Act
animum	animus	NOMcom	Case=Acc|Numb=Sing
quæ	qui1	PROrel	Case=Acc|Numb=Plur|Gend=Fem
{	{	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
}	}	PUNC	MORPH=empty
obnoxium	obnoxius	ADJqua	Case=Acc|Numb=Sing|Gend=Neut|Deg=Pos
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act
aut	aut	CONcoo	MORPH=empty
brutum	brutus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
aut	aut	CONcoo	MORPH=empty
elinguem	elinguis	ADJqua	Case=Acc|Numb=Sing|Deg=Pos
putes	puto	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
regni	regnum	NOMcom	Case=Gen|Numb=Sing
alieni	alienus2	ADJqua	Case=Gen|Numb=Sing|Gend=MascNeut|Deg=Pos
cupiditas	cupiditas	NOMcom	Case=Nom|Numb=Sing
pellexit	pellicio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
par	par2	ADJqua	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
fortitudo	fortitudo	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
gemina	geminus	ADJqua	Case=Abl|Numb=Sing|Gend=Fem|Deg=Pos
confidentia	confidentia	NOMcom	Case=Nom|Numb=Sing
Nam	nam	CONcoo	MORPH=empty
solus	solus	PROind	Case=Nom|Numb=Sing|Gend=Masc
Danais	Danae	NOMpro	Case=Dat|Numb=Plur
hic	hic1	PROdem	Case=Nom|Numb=Sing
domutionem	domutio	NOMcom	Case=Acc|Numb=Sing
dedit	do	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
Quid	quis1	PROint	Case=Acc|Numb=Sing|Gend=Neut
benefacta	benefactum	NOMcom	Case=Acc|Numb=Plur
mei	meus	PROpos	Case=Gen|Numb=Sing|Gend=MascNeut
patris	pater	NOMcom	Case=Gen|Numb=Sing
,	,	PUNC	MORPH=empty
cuius	qui1	PROrel	Case=Gen|Numb=Sing|Gend=Com
opera	opus1	NOMcom	Case=Nom|Numb=Plur
te	tu	PROper	Case=Acc|Numb=Sing
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act
ultum	ulciscor	VER	MORPH=empty
autumant	autumo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
?	?	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
quo	quo3	ADVint	MORPH=empty
tamen	tamen	ADV	Deg=Pos
ipsa	ipse	PROdem	Case=Nom|Numb=Sing|Gend=Fem
orbitas	orbitas	NOMcom	Case=Nom|Numb=Sing
grandævitasque	grandaeuitas	NOMcom	Case=Nom|Numb=Sing
{grandævitasque}	que	CON	MORPH=empty
Pelei	Peleus	NOMpro	Case=Gen|Numb=Sing
penuriam	penuria	NOMcom	Case=Acc|Numb=Sing
stirpis	stirps	NOMcom	Case=Gen|Numb=Sing
†	†	PUNC	MORPH=empty
subaxet	subaxo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
†	†	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
sermonem	sermo	NOMcom	Case=Acc|Numb=Sing
hic	hic1	PROdem	Case=Nom|Numb=Sing|Gend=Masc
nostrum	nos	PROpos	Case=Nom|Numb=Sing|Gend=MascNeut
ex	ex	PRE	MORPH=empty
occulto	occultum	NOMcom	Case=Abl|Numb=Sing
clepsit	clepo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
quantum	quantum1	PROrel	Case=Acc|Numb=Sing|Gend=MascNeut
intellego	intelligo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
quod	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Neut
ego	ego	PROper	Case=Nom|Numb=Sing
in	in	PRE	MORPH=empty
acie	acies	NOMcom	Case=Abl|Numb=Sing
crebro	crebro2	ADV	Deg=Pos
objectans	obiecto	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
vitam	uita	NOMcom	Case=Acc|Numb=Sing
bellando	bello	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Act
aptus	aptus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
sum	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
prius	prius	ADJadv.ord	Deg=Comp
data	do	VER	Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
quam	quam1	ADVrel	Gend=Fem
tibi	tu	PROper	Case=Dat|Numb=Sing
dari	do	VER	Mood=Inf|Tense=Pres|Voice=Pass
dicta	dico2	NOMcom	Case=Nom|Numb=Plur
,	,	PUNC	MORPH=empty
aut	aut	CONcoo	MORPH=empty
quam	quam1	ADVrel	Numb=Sing|Gend=Fem
reditum	reditus	NOMcom	Case=Nom|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Pergamo	Pergamum	NOMpro	Case=Abl|Numb=Sing
habet	habeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
hoc	hic1	PROdem	Case=Nom|Numb=Sing|Gend=Neut
senectus	senectus1	NOMcom	Case=Nom|Numb=Sing
ipsa	ipse	PROdem	Case=Nom|Numb=Sing|Gend=Fem
in	in	PRE	MORPH=empty
se	sui1	PROref	Case=Acc|Numb=Sing
{	{	PUNC	MORPH=empty
se	sui1	PROref	Case=Acc|Numb=Sing
}	}	PUNC	MORPH=empty
,	,	PUNC	MORPH=empty
cum	cum2	PRE	MORPH=empty
pigra	piger	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
spisse	spisse	VER	Mood=Inf|Tense=Pres|Voice=Act
ut	ut4	CONsub	MORPH=empty
videantur	uideo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Pass|Person=3
omnia	omnis	PROind	Case=Acc|Numb=Plur|Gend=Neut
{	{	PUNC	MORPH=empty
ei	is	PROdem	Case=Dat|Numb=Sing|Gend=Com
}	}	PUNC	MORPH=empty
confieri	confio	VER	Mood=Inf|Tense=Pres|Voice=Pass
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
Tyndareo	Tyndareus	NOMpro	Case=Dat|Numb=Sing
fieri	fio	VER	Mood=Inf|Tense=Pres|Voice=Act
contumeliam	contumelia	NOMcom	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
cuius	qui1	PROrel	Case=Gen|Numb=Sing|Gend=Com
a	ab	PRE	MORPH=empty
te	tu	PROper	Case=Abl|Numb=Sing
veretur	uereor	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Dep|Person=3
maxume	magis2	ADV	Deg=Sup
non	non	ADVneg	MORPH=empty
tu	tu	PROper	Case=Nom|Numb=Sing
te	tu	PROper	Case=Acc|Numb=Sing
e	ex	PRE	MORPH=empty
conspectu	conspectus1	NOMcom	Case=Abl|Numb=Sing
hinc	hinc	ADV	Deg=Pos
amolire	amolior	VER	Mood=Inf|Tense=Pres|Voice=Act
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
tristia	tristis	ADJqua	Case=Nom|Numb=Plur|Gend=Neut|Deg=Pos
atque	atque1	CONcoo	MORPH=empty
animi	animus	NOMcom	Case=Gen|Numb=Sing
intoleranda	intolerandus	ADJqua	Case=Abl|Numb=Sing|Gend=Fem|Deg=Pos
anxitudine	anxitudo	NOMcom	Case=Abl|Numb=Sing
cum	cum3	CONsub	MORPH=empty
neque	neque	CONcoo	MORPH=empty
me	ego	PROper	Case=Acc|Numb=Sing
aspicere	aspicio	VER	Mood=Inf|Tense=Pres|Voice=Act
æquales	aequalis1	NOMcom	Case=Nom|Numb=Plur
dignarent	digno	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=3
meæ	meus	PROpos	Case=Nom|Numb=Plur|Gend=Fem
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
sub	sub	PRE	MORPH=empty
judicio	iudicium	NOMcom	Case=Abl|Numb=Sing
quæ	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Fem
omnes	omnis	PROind	Case=Acc|Numb=Plur|Gend=MascFem
tetinerim	tango	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=1
grados	gradus	NOMcom	Case=Acc|Numb=Plur
quantamque	quantus	PROint	Case=Acc|Numb=Sing|Gend=Fem
{quantamque}	que	CON	MORPH=empty
ex	ex	PRE	MORPH=empty
discorditate	discorditas	NOMcom	Case=Abl|Numb=Sing
cladem	clades	NOMcom	Case=Acc|Numb=Sing
inportem	importo	ADJqua	Case=Acc|Numb=Sing|Deg=Pos
familiæ	familia	NOMcom	Case=Gen|Numb=Sing
?	?	PUNC	MORPH=empty
lamentas	lamenta	NOMcom	Case=Acc|Numb=Plur
fletus	fletus	NOMcom	Case=Acc|Numb=Plur
facere	facio	VER	Mood=Inf|Tense=Pres|Voice=Act
conpendi	compendo	VER	Numb=Sing|Mood=Inf|Tense=Pres|Voice=Pass
licet	licet3	CONsub	Numb=Sing|Person=3
paucis	paucus	NOMcom	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
absolvit	absoluo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
ne	ne4	CONsub	MORPH=empty
moraret	moror1	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3
diutius	diu	ADV	Deg=Comp
currum	currus	NOMcom	Case=Acc|Numb=Sing
liquit	linquo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
clamide	clames	ADV	Case=Abl|Numb=Sing
contorta	contorqueo	VER	Case=Abl|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
astu	astus	NOMcom	Case=Abl|Numb=Sing
clupeat	clupeo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
bracchium	brachium	NOMcom	Case=Acc|Numb=Sing
Ibo	eo1	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1
atque	atque1	CONcoo	MORPH=empty
edicam	edico2	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1
,	,	PUNC	MORPH=empty
frequentes	frequens	ADJqua	Case=Nom|Numb=Plur|Gend=MascFem|Deg=Pos
ut	ut4	CONsub	MORPH=empty
